employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,avg_training_score
72830,HR,region_22,Bachelor's,m,other,1,27,1,3,52
28405,Operations,region_11,Bachelor's,f,sourcing,1,35,5,2,57
54162,Operations,region_32,Bachelor's,m,other,1,27,4,4,61
55153,Analytics,region_2,Master's & above,m,sourcing,1,52,4,11,82
5824,Procurement,region_31,Master's & above,m,sourcing,1,39,3,10,68
56576,Technology,region_7,Bachelor's,m,sourcing,1,28,1,2,80
63398,Operations,region_2,Master's & above,f,sourcing,1,51,4,19,60
65058,Procurement,region_26,Master's & above,m,sourcing,1,34,5,10,69
73693,Technology,region_28,Master's & above,f,sourcing,1,36,3,5,82
47452,Technology,region_24,Bachelor's,f,sourcing,1,28,3,3,78
9158,Procurement,region_2,Bachelor's,m,other,1,49,3,16,69
52691,Procurement,region_2,Below Secondary,f,sourcing,1,26,,1,68
5939,Operations,region_15,Bachelor's,m,other,1,46,2,8,62
40141,Finance,region_31,Bachelor's,m,other,2,34,5,8,64
59345,Technology,region_25,Master's & above,m,other,1,34,3,3,76
39830,Finance,region_15,Bachelor's,m,other,3,29,,1,60
67886,Operations,region_27,Bachelor's,f,other,1,42,5,5,63
50912,Operations,region_14,Bachelor's,m,other,1,30,3,8,54
17838,Technology,region_22,Bachelor's,f,sourcing,1,28,4,4,79
5537,Technology,region_2,Bachelor's,m,sourcing,1,29,4,2,75
46588,Analytics,region_30,Bachelor's,m,other,1,28,1,7,82
72938,Operations,region_2,Bachelor's,m,other,1,59,2,6,60
68462,Operations,region_22,Master's & above,m,other,1,49,5,15,57
4667,Operations,region_26,Master's & above,m,other,1,35,3,7,57
29295,Technology,region_28,Master's & above,m,sourcing,1,31,5,3,80
29525,HR,region_2,Below Secondary,m,other,1,26,4,4,48
66345,Operations,region_4,Master's & above,m,other,1,33,4,3,69
53340,Finance,region_30,Bachelor's,f,sourcing,1,27,,1,61
36208,Sales & Marketing,region_23,Master's & above,m,other,1,45,1,18,47
8871,Procurement,region_2,Master's & above,f,other,1,41,4,10,69
5758,HR,region_2,Master's & above,f,other,1,34,4,3,52
18220,Operations,region_26,Bachelor's,m,other,1,41,5,10,61
11726,Procurement,region_13,Bachelor's,m,other,1,30,3,4,74
68278,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,27,,1,51
1708,Operations,region_3,Bachelor's,m,other,1,27,3,3,62
45684,Sales & Marketing,region_22,Bachelor's,m,other,2,41,3,2,49
6229,Analytics,region_29,Bachelor's,m,sourcing,1,30,3,6,82
61959,Technology,region_2,Bachelor's,m,other,1,28,4,6,84
32263,Operations,region_26,Bachelor's,f,sourcing,1,36,4,8,62
69510,Operations,region_22,Master's & above,f,sourcing,1,39,5,5,61
24506,Procurement,region_13,Bachelor's,f,sourcing,1,37,3,3,68
68120,Operations,region_26,Master's & above,m,sourcing,1,44,2,7,58
70993,Finance,region_4,Master's & above,f,sourcing,2,33,3,9,58
41138,Procurement,region_17,Master's & above,f,other,2,39,3,3,67
36104,Operations,region_9,Bachelor's,m,sourcing,1,27,3,4,61
44482,Sales & Marketing,region_19,Bachelor's,m,other,1,25,,1,49
60366,Sales & Marketing,region_14,Bachelor's,f,other,1,37,5,3,52
46589,Sales & Marketing,region_13,Bachelor's,m,other,1,38,2,10,49
61063,Operations,region_13,Master's & above,m,other,1,32,4,3,62
54231,HR,region_2,Master's & above,f,sourcing,1,60,5,10,50
35241,Finance,region_6,Bachelor's,f,other,1,25,5,2,62
19261,Analytics,region_2,Bachelor's,m,sourcing,4,34,3,8,81
23566,Sales & Marketing,region_13,Bachelor's,f,other,1,29,1,2,51
47149,Procurement,region_26,Bachelor's,m,other,1,43,3,3,67
56245,Technology,region_17,Bachelor's,m,other,1,32,3,4,80
45501,Operations,region_16,Bachelor's,m,sourcing,1,50,4,11,56
71547,Operations,region_15,Bachelor's,m,other,1,29,3,4,58
43503,Analytics,region_29,Bachelor's,m,sourcing,1,28,5,5,85
37815,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,27,,1,52
56107,Procurement,region_2,Bachelor's,f,sourcing,1,57,1,2,66
50724,Procurement,region_14,Master's & above,f,other,1,35,3,7,70
40530,Sales & Marketing,region_12,Bachelor's,m,other,1,25,3,2,47
70025,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41,1,12,49
48967,Operations,region_14,Master's & above,f,sourcing,1,34,4,6,57
78223,R&D,region_4,Master's & above,m,other,1,34,5,3,87
51779,Operations,region_26,Bachelor's,f,other,1,33,4,4,58
42992,Technology,region_22,Bachelor's,f,other,1,27,3,3,79
58716,Sales & Marketing,region_6,,m,other,1,30,,1,48
60558,R&D,region_11,Bachelor's,m,sourcing,1,31,5,4,87
59514,Sales & Marketing,region_22,Master's & above,m,sourcing,1,31,3,6,46
62347,HR,region_5,Master's & above,m,other,1,37,5,4,64
24984,Technology,region_2,Master's & above,f,sourcing,1,53,4,12,76
14175,Operations,region_22,Master's & above,m,other,1,44,3,11,64
14551,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,39,4,7,50
19420,Operations,region_15,Bachelor's,m,other,1,38,1,9,59
44200,Operations,region_4,Bachelor's,m,other,1,52,5,4,60
69465,Analytics,region_28,Bachelor's,m,other,2,31,3,5,78
61520,Sales & Marketing,region_2,Master's & above,m,referred,1,38,4,9,53
36600,Analytics,region_15,Bachelor's,m,sourcing,2,35,3,9,83
63633,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,31,2,5,50
56668,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,4,5,49
68781,Finance,region_2,Bachelor's,m,other,1,51,5,13,59
54479,HR,region_22,Bachelor's,m,other,1,25,1,3,49
22015,Technology,region_17,Bachelor's,f,sourcing,1,29,3,2,76
11993,Analytics,region_22,Master's & above,f,other,1,30,5,4,81
18039,Analytics,region_22,Bachelor's,m,other,1,33,1,7,84
59306,HR,region_10,Bachelor's,m,sourcing,1,30,4,5,50
49282,Sales & Marketing,region_5,Bachelor's,m,other,2,44,1,5,48
60907,Analytics,region_31,Bachelor's,m,sourcing,2,29,5,5,83
52958,Operations,region_7,Bachelor's,f,sourcing,1,29,4,3,58
50699,Operations,region_6,Bachelor's,m,other,3,31,5,5,59
10712,Legal,region_13,Below Secondary,m,other,1,26,,1,55
35092,Operations,region_15,Bachelor's,m,other,3,32,5,9,52
24715,R&D,region_2,Bachelor's,m,sourcing,1,37,5,8,81
43015,Operations,region_15,Bachelor's,m,other,1,31,3,3,60
18992,Sales & Marketing,region_13,Master's & above,m,sourcing,1,41,3,13,53
6482,HR,region_27,Bachelor's,m,sourcing,1,25,5,2,47
53054,Technology,region_7,Bachelor's,m,sourcing,2,32,2,5,75
7682,Operations,region_22,Bachelor's,m,other,1,27,4,3,56
1346,Analytics,region_2,,m,other,1,43,3,13,85
74602,Sales & Marketing,region_13,Master's & above,m,other,1,38,5,14,50
65363,Analytics,region_8,Bachelor's,m,other,1,26,,1,92
72440,Technology,region_10,Master's & above,m,sourcing,1,46,4,14,80
67145,Procurement,region_2,Bachelor's,m,other,2,28,4,2,69
59604,Procurement,region_13,Bachelor's,m,other,2,32,3,6,69
31179,Procurement,region_7,Bachelor's,f,other,2,53,3,20,72
35779,Procurement,region_14,Bachelor's,f,sourcing,1,34,4,9,69
48822,Procurement,region_17,Master's & above,f,other,1,35,4,3,69
61003,Sales & Marketing,region_7,Master's & above,m,other,1,41,2,6,46
16738,Legal,region_2,Bachelor's,m,other,1,45,3,12,56
21584,Technology,region_2,Bachelor's,m,other,1,39,1,3,76
42615,Operations,region_22,Master's & above,f,other,1,30,4,5,64
15047,Operations,region_15,Bachelor's,f,other,1,34,5,9,61
71446,Operations,region_16,,f,other,1,31,5,7,64
71287,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4,7,51
71278,Procurement,region_14,Bachelor's,f,other,1,32,5,4,67
41183,Technology,region_5,Bachelor's,f,other,1,38,5,5,79
20301,Technology,region_2,Master's & above,f,other,1,41,3,10,75
50028,Procurement,region_8,Bachelor's,f,other,1,31,4,4,70
34725,Operations,region_23,,m,sourcing,1,29,3,7,55
24165,Analytics,region_32,Bachelor's,m,sourcing,1,27,,1,90
28307,Analytics,region_24,Bachelor's,m,sourcing,2,29,4,2,84
63784,Procurement,region_2,Master's & above,m,other,2,43,1,15,72
30018,Finance,region_7,Bachelor's,m,sourcing,1,31,3,3,58
36094,Sales & Marketing,region_28,Master's & above,m,other,2,32,1,2,46
19047,Operations,region_26,Bachelor's,m,other,1,32,4,2,60
75718,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,2,7,50
33507,Procurement,region_2,Bachelor's,m,other,1,50,4,5,72
17560,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,30,4,5,51
42952,Technology,region_24,Bachelor's,m,sourcing,1,33,3,10,84
44292,HR,region_27,Bachelor's,f,other,1,30,3,5,52
76569,Analytics,region_22,,m,sourcing,1,24,5,3,85
27642,Procurement,region_19,Bachelor's,m,other,1,38,2,10,69
14022,Analytics,region_4,Master's & above,m,sourcing,1,44,3,7,83
17366,Procurement,region_2,Master's & above,m,other,1,55,2,4,65
3533,R&D,region_13,Bachelor's,m,other,1,30,5,5,83
58841,R&D,region_19,Bachelor's,m,other,2,32,3,5,52
54629,R&D,region_2,Master's & above,m,other,4,59,4,18,79
54508,R&D,region_26,Bachelor's,f,other,1,26,1,4,82
20730,R&D,region_19,Bachelor's,f,sourcing,1,43,5,12,60
35209,R&D,region_28,Master's & above,m,sourcing,2,37,5,2,81
72868,R&D,region_25,Bachelor's,m,other,1,39,1,4,50
70404,R&D,region_17,Bachelor's,f,sourcing,1,34,5,9,48
47336,R&D,region_13,Bachelor's,m,sourcing,1,45,3,14,46
4554,R&D,region_16,Bachelor's,m,sourcing,2,39,5,8,77
29791,R&D,region_19,Bachelor's,m,sourcing,1,36,1,2,48
10374,R&D,region_7,Bachelor's,m,sourcing,1,55,3,28,83
21717,R&D,region_1,Bachelor's,m,other,2,30,4,5,49
54159,R&D,region_9,,m,sourcing,1,29,3,4,48
14937,R&D,region_2,Bachelor's,m,sourcing,1,55,2,5,86
46924,R&D,region_7,Master's & above,m,sourcing,2,39,2,11,73
12814,R&D,region_15,Master's & above,m,referred,2,34,5,7,57
19070,R&D,region_23,Bachelor's,m,sourcing,1,32,3,2,58
9979,R&D,region_2,Bachelor's,m,other,2,54,3,27,78
61328,R&D,region_2,Master's & above,m,other,1,36,3,7,48
63402,R&D,region_2,Bachelor's,m,sourcing,1,39,3,4,88
10009,R&D,region_2,,m,sourcing,2,21,,1,52
60308,R&D,region_17,Bachelor's,f,other,1,36,2,10,67
24175,R&D,region_7,Master's & above,m,other,1,52,4,3,81
62135,R&D,region_32,,m,sourcing,1,29,2,4,44
14496,R&D,region_29,Bachelor's,m,other,1,26,4,4,87
48543,R&D,region_7,Bachelor's,m,other,1,26,3,2,60
34591,R&D,region_2,Master's & above,m,sourcing,2,45,5,3,85
63844,R&D,region_15,Bachelor's,m,sourcing,1,26,,1,75
64525,R&D,region_23,,m,sourcing,1,33,1,7,49
51362,R&D,region_7,Master's & above,m,other,3,44,3,10,86
41758,R&D,region_13,,m,sourcing,1,31,1,6,49
43876,R&D,region_5,Master's & above,m,sourcing,1,35,3,6,70
41869,R&D,region_31,Master's & above,m,sourcing,1,39,3,3,53
19321,R&D,region_2,Bachelor's,m,referred,1,30,3,5,50
23209,R&D,region_30,Bachelor's,f,other,1,26,,1,56
74618,R&D,region_7,Bachelor's,m,sourcing,1,38,2,9,81
76823,R&D,region_7,Bachelor's,m,sourcing,1,30,5,5,62
18507,R&D,region_27,Bachelor's,f,other,1,30,3,5,47
64489,R&D,region_13,Bachelor's,f,other,1,32,4,3,72
36605,R&D,region_26,Master's & above,f,other,1,32,4,9,83
60156,R&D,region_25,Master's & above,m,sourcing,1,38,4,5,84
17772,R&D,region_2,Bachelor's,m,referred,2,29,4,5,79
21804,R&D,region_2,Bachelor's,m,sourcing,2,32,4,6,85
70511,R&D,region_7,Master's & above,m,sourcing,1,33,2,6,50
57126,R&D,region_8,Bachelor's,m,other,1,32,3,6,69
24903,R&D,region_2,Master's & above,m,other,1,60,1,16,60
9181,R&D,region_31,Bachelor's,f,other,2,31,5,6,64
19592,R&D,region_28,Master's & above,m,other,1,32,3,6,63
13396,R&D,region_14,Master's & above,m,other,1,33,3,3,78
48061,R&D,region_31,Bachelor's,f,sourcing,1,34,3,6,48
54173,R&D,region_27,Master's & above,f,sourcing,1,38,5,8,68
51368,R&D,region_7,Bachelor's,m,sourcing,1,36,4,8,81
56683,R&D,region_1,Master's & above,m,other,1,44,3,5,47
2479,R&D,region_29,Bachelor's,m,other,1,38,4,7,80
64000,R&D,region_7,Bachelor's,f,sourcing,2,27,4,5,49
21897,R&D,region_16,Master's & above,f,sourcing,1,34,1,10,52
3668,R&D,region_7,,m,sourcing,1,25,5,2,69
1641,R&D,region_22,Bachelor's,m,other,1,32,3,5,87
64158,R&D,region_19,Master's & above,m,other,1,39,4,5,61
24352,R&D,region_22,Bachelor's,m,other,3,28,1,2,68
37562,R&D,region_34,Bachelor's,m,sourcing,1,33,4,3,83
49241,R&D,region_16,Bachelor's,m,sourcing,2,50,5,20,59
26996,R&D,region_25,Bachelor's,m,other,1,34,3,6,54
1819,R&D,region_26,Bachelor's,m,other,1,31,5,4,56
41979,R&D,region_15,Master's & above,f,other,1,38,3,9,60
14430,R&D,region_34,Bachelor's,m,sourcing,1,32,3,5,53
19256,R&D,region_2,Master's & above,m,sourcing,1,43,4,10,86
9740,R&D,region_22,Bachelor's,m,other,1,29,5,7,49
6713,R&D,region_17,Bachelor's,f,sourcing,1,29,4,4,83
73669,R&D,region_22,Master's & above,m,sourcing,1,33,4,4,68
40673,R&D,region_28,Bachelor's,m,sourcing,1,31,5,7,89
38982,R&D,region_7,Master's & above,m,referred,1,36,5,5,48
60443,R&D,region_22,Bachelor's,m,sourcing,1,45,3,18,48
25800,R&D,region_29,Bachelor's,m,other,2,30,4,9,79
47594,R&D,region_20,Bachelor's,f,other,1,29,5,3,61
74052,R&D,region_11,Bachelor's,m,sourcing,1,53,5,16,46
5635,R&D,region_20,Bachelor's,f,sourcing,1,38,5,10,54
21861,R&D,region_31,Bachelor's,m,sourcing,1,31,3,2,58
71445,R&D,region_2,Bachelor's,f,other,1,48,1,2,49
77923,R&D,region_21,Bachelor's,f,other,1,28,,1,72
2698,R&D,region_22,Master's & above,f,sourcing,1,30,3,6,75
10421,R&D,region_25,Master's & above,f,other,1,36,4,8,53
47024,R&D,region_2,Master's & above,m,other,1,46,4,18,70
11099,R&D,region_22,Bachelor's,m,referred,1,30,2,7,72
31686,R&D,region_2,Bachelor's,f,other,1,30,4,4,76
69605,R&D,region_26,Bachelor's,f,other,1,35,1,4,78
58570,R&D,region_2,Master's & above,f,other,1,31,4,10,71
44970,R&D,region_2,Bachelor's,m,other,1,48,4,20,82
59252,R&D,region_2,Bachelor's,m,referred,1,30,5,5,51
57643,R&D,region_15,Bachelor's,m,sourcing,1,37,3,10,79
34240,R&D,region_9,Bachelor's,m,sourcing,1,33,3,9,46
41974,R&D,region_7,Master's & above,m,sourcing,3,34,4,7,61
40199,R&D,region_22,Bachelor's,m,other,1,32,3,8,47
74211,R&D,region_9,Bachelor's,m,other,3,27,1,2,49
27298,R&D,region_34,Bachelor's,m,other,1,26,3,3,52
13040,R&D,region_2,Bachelor's,m,other,1,60,2,8,76
14415,R&D,region_16,Bachelor's,f,sourcing,1,33,5,9,61
3109,R&D,region_7,Master's & above,m,sourcing,1,41,5,15,60
21564,R&D,region_22,Bachelor's,m,sourcing,1,32,3,6,80
69866,R&D,region_32,,m,sourcing,1,28,3,2,61
27310,R&D,region_8,Bachelor's,m,other,1,38,3,10,68
25661,R&D,region_22,Bachelor's,f,sourcing,1,33,1,6,53
41367,R&D,region_7,Master's & above,m,sourcing,2,37,5,7,49
33717,R&D,region_4,Master's & above,m,sourcing,1,30,5,5,61
52867,R&D,region_34,Bachelor's,m,other,1,29,1,3,47
23564,R&D,region_30,Bachelor's,m,other,1,47,3,20,53
16516,R&D,region_22,Bachelor's,m,sourcing,2,28,4,2,80
70415,R&D,region_12,Master's & above,m,sourcing,1,35,3,6,49
44241,R&D,region_2,Bachelor's,f,other,1,40,1,14,69
76463,R&D,region_9,Master's & above,m,sourcing,2,30,3,2,52
27566,R&D,region_24,Bachelor's,m,sourcing,1,31,3,3,56
56150,R&D,region_26,Bachelor's,f,sourcing,1,39,4,10,70
24885,R&D,region_2,Bachelor's,m,other,1,36,5,9,85
21613,R&D,region_15,Master's & above,m,other,1,44,3,4,60
30190,R&D,region_7,Master's & above,m,other,1,38,5,9,90
12090,R&D,region_17,Master's & above,m,other,2,44,1,3,74
12496,HR,region_2,Master's & above,f,other,1,44,3,5,51
12556,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,47,3,2,51
7182,HR,region_28,Master's & above,f,sourcing,1,30,5,5,59
71861,Operations,region_2,Bachelor's,f,other,1,30,2,6,56
65479,Procurement,region_30,Bachelor's,m,other,1,29,2,4,68
15270,Sales & Marketing,region_25,Master's & above,f,sourcing,1,36,5,3,50
43083,Operations,region_7,Bachelor's,f,other,1,25,,1,52
22374,Analytics,region_22,Bachelor's,m,other,2,29,1,3,88
227,Analytics,region_23,Bachelor's,m,sourcing,1,34,4,3,84
19936,Procurement,region_2,Bachelor's,m,other,2,36,2,8,66
36229,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,3,2,45
30495,Sales & Marketing,region_17,Bachelor's,m,sourcing,2,31,4,6,52
13883,Technology,region_2,Bachelor's,m,sourcing,1,46,4,6,81
27368,Sales & Marketing,region_1,Master's & above,m,sourcing,1,39,1,4,49
63453,HR,region_26,,m,sourcing,1,30,3,6,51
21943,Operations,region_27,Master's & above,f,sourcing,1,35,4,7,63
9602,Analytics,region_15,Master's & above,m,other,3,31,3,3,87
51347,Sales & Marketing,region_20,Master's & above,m,sourcing,1,31,3,7,52
74084,Operations,region_2,Master's & above,m,other,1,59,5,7,64
56747,Sales & Marketing,region_2,Bachelor's,m,other,3,30,1,5,48
7611,Procurement,region_2,Master's & above,m,sourcing,2,45,1,12,69
17618,HR,region_13,Bachelor's,m,other,1,30,5,4,54
30119,Sales & Marketing,region_6,Bachelor's,f,other,1,30,1,6,45
66542,Operations,region_26,Bachelor's,f,other,1,34,5,6,61
22569,Operations,region_22,Below Secondary,f,other,1,26,5,5,59
44133,Sales & Marketing,region_31,Bachelor's,m,other,2,38,4,11,53
21079,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,28,3,2,46
57185,Technology,region_22,Bachelor's,m,sourcing,1,26,,1,83
61236,Sales & Marketing,region_9,Master's & above,f,sourcing,1,28,1,4,45
62019,Operations,region_7,Master's & above,m,other,1,35,4,3,58
48358,Operations,region_30,Bachelor's,m,other,1,30,1,3,57
40914,Sales & Marketing,region_7,,f,other,1,25,4,3,48
27978,Procurement,region_2,,f,sourcing,1,35,5,5,74
69364,Legal,region_2,Bachelor's,m,sourcing,1,55,1,14,59
9050,Procurement,region_8,Master's & above,m,other,1,32,1,7,74
25638,Operations,region_2,Bachelor's,m,sourcing,1,34,3,7,59
39551,Operations,region_2,Master's & above,f,sourcing,2,35,4,6,65
42279,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,1,3,50
42760,Technology,region_33,Bachelor's,m,other,1,46,3,16,76
39503,Analytics,region_22,Master's & above,f,other,2,30,,1,86
6694,Operations,region_15,Bachelor's,f,sourcing,1,39,3,8,97
19634,Technology,region_2,Master's & above,m,other,1,35,4,4,77
46328,Sales & Marketing,region_7,Master's & above,f,sourcing,1,43,3,15,47
40140,Technology,region_2,Bachelor's,m,other,1,38,2,12,79
62189,Operations,region_6,Bachelor's,f,sourcing,1,33,4,7,57
53330,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,3,5,49
53998,Sales & Marketing,region_13,Master's & above,m,other,1,39,4,14,53
72083,Operations,region_15,Bachelor's,f,other,1,33,5,9,97
43341,Operations,region_13,Bachelor's,m,sourcing,1,30,5,2,61
18539,Sales & Marketing,region_13,Bachelor's,m,other,1,42,1,5,53
8264,Sales & Marketing,region_2,,m,other,1,29,3,2,52
35066,Analytics,region_28,Master's & above,m,other,1,32,3,2,81
39240,HR,region_13,Bachelor's,f,other,1,25,1,2,52
11178,Technology,region_13,Bachelor's,f,sourcing,1,27,2,2,84
74675,Sales & Marketing,region_1,Bachelor's,m,other,1,29,5,6,49
23001,HR,region_2,Bachelor's,f,sourcing,1,52,3,18,49
46395,Analytics,region_22,Master's & above,m,other,1,32,2,6,91
12726,Sales & Marketing,region_31,Bachelor's,m,other,2,32,1,4,48
1501,Technology,region_27,Below Secondary,m,sourcing,1,25,3,4,79
12925,Procurement,region_4,Master's & above,m,sourcing,1,34,4,3,63
14578,Procurement,region_2,Master's & above,m,sourcing,2,34,5,2,68
61547,Operations,region_2,Bachelor's,f,sourcing,1,38,3,13,51
7742,Operations,region_2,Master's & above,m,sourcing,2,53,4,7,58
65812,Procurement,region_2,Bachelor's,f,other,1,26,3,4,72
22164,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,28,4,7,54
17643,Sales & Marketing,region_2,Bachelor's,m,other,1,30,4,4,52
45113,Procurement,region_2,Bachelor's,f,other,1,55,3,5,72
27176,Technology,region_26,Bachelor's,m,other,2,34,4,3,80
57001,Operations,region_26,Bachelor's,f,sourcing,1,31,5,7,56
2411,Sales & Marketing,region_7,Master's & above,f,other,1,39,5,7,47
27916,Sales & Marketing,region_7,Master's & above,m,other,1,53,3,6,99
15608,Sales & Marketing,region_2,Bachelor's,m,other,1,54,3,4,54
28217,Finance,region_2,Bachelor's,f,other,2,27,3,3,62
33269,Operations,region_2,Below Secondary,f,sourcing,1,23,3,2,60
42106,Sales & Marketing,region_28,Master's & above,m,sourcing,1,37,2,10,55
58070,Analytics,region_22,Bachelor's,f,other,2,27,,1,84
52165,HR,region_22,Master's & above,m,other,1,40,3,11,50
68215,Procurement,region_2,Bachelor's,f,sourcing,1,23,,1,68
42180,Analytics,region_7,Bachelor's,m,sourcing,1,30,5,5,83
